Orillia,Ontario,44.6,-79.4167,America/Toronto
Alma,Quebec,48.55,-71.65,America/Montreal
Orangeville,Ontario,43.9167,-80.1167,America/Toronto
Fort Erie,Ontario,42.9167,-79.0167,America/Toronto
LaSalle,Ontario,42.2167,-83.0667,America/Toronto
Sainte-Julie,Quebec,45.5833,-73.3333,America/Montreal
Leduc,Alberta,53.2594,-113.5492,America/Edmonton
North Cowichan,British Columbia,48.8236,-123.7192,America/Vancouver
Chambly,Quebec,45.4311,-73.2873,America/Montreal
Okotoks,Alberta,50.725,-113.975,America/Edmonton
Sept-Îles,Quebec,50.2167,-66.3833,America/Montreal
Centre Wellington,Ontario,43.7,-80.3667,America/Toronto
Saint-Constant,Quebec,45.37,-73.57,America/Montreal
Grimsby,Ontario,43.2,-79.55,America/Toronto
Boisbriand,Quebec,45.62,-73.83,America/Montreal
Conception Bay South,Newfoundland and Labrador,47.5167,-52.9833,America/St_Johns
Saint-Bruno-de-Montarville,Quebec,45.5333,-73.35,America/Montreal
Sainte-Therèse,Quebec,45.6333,-73.85,America/Montreal
Cochrane,Alberta,51.189,-114.467,America/Edmonton
Thetford Mines,Quebec,46.1,-71.3,America/Montreal
Courtenay,British Columbia,49.6878,-124.9944,America/Vancouver
Magog,Quebec,45.2667,-72.15,America/Montreal
Whitehorse,Yukon,60.7029,-135.0691,America/Whitehorse
Woolwich,Ontario,43.5667,-80.4833,America/Toronto
Clarence-Rockland,Ontario,45.4833,-75.2,America/Toronto
Fort Saskatchewan,Alberta,53.7128,-113.2133,America/Edmonton
East Gwillimbury,Ontario,44.1333,-79.4167,America/Toronto
Lincoln,Ontario,43.13,-79.43,America/Toronto
La Prairie,Quebec,45.42,-73.5,America/Montreal
Tecumseh,Ontario,42.2431,-82.9256,America/Toronto
Mount Pearl Park,Newfoundland and Labrador,47.5189,-52.8058,America/St_Johns
Amherstburg,Ontario,42.1,-83.0833,America/Toronto
Saint-Lambert,Quebec,45.5,-73.5167,America/Montreal
Brockville,Ontario,44.5833,-75.6833,America/Toronto
Collingwood,Ontario,44.5,-80.2167,America/Toronto
Scugog,Ontario,44.09,-78.936,America/Toronto
Kingsville,Ontario,42.1,-82.7167,America/Toronto
Baie-Comeau,Quebec,49.2167,-68.15,America/Montreal
Paradise,Newfoundland and Labrador,47.5333,-52.8667,America/St_Johns
Uxbridge,Ontario,44.1167,-79.1333,America/Toronto
Essa,Ontario,44.25,-79.7833,America/Toronto
Candiac,Quebec,45.38,-73.52,America/Montreal
Oro-Medonte,Ontario,44.5667,-79.5833,America/Toronto
Varennes,Quebec,45.6833,-73.4333,America/Montreal
Strathroy-Caradoc,Ontario,42.9575,-81.6167,America/Toronto
Wasaga Beach,Ontario,44.5206,-80.0167,America/Toronto
New Glasgow,Nova Scotia,45.5926,-62.6455,America/Halifax
Wilmot,Ontario,43.4,-80.65,America/Toronto
Essex,Ontario,42.0833,-82.9,America/Toronto
Fort St. John,British Columbia,56.2465,-120.8476,America/Dawson_Creek
Kirkland,Quebec,45.45,-73.8667,America/Montreal
L’Assomption,Quebec,45.8333,-73.4167,America/Montreal
Westmount,Quebec,45.4833,-73.6,America/Montreal
Saint-Lazare,Quebec,45.4,-74.1333,America/Montreal
Chestermere,Alberta,51.05,-113.8225,America/Edmonton
Huntsville,Ontario,45.3333,-79.2167,America/Toronto
Corner Brook,Newfoundland and Labrador,48.9287,-57.926,America/St_Johns
Riverview,New Brunswick,46.0613,-64.8052,America/Moncton
Lloydminster,Alberta,53.2807,-110.035,America/Edmonton
Joliette,Quebec,46.0167,-73.45,America/Montreal
Yellowknife,Northwest Territories,62.4709,-114.4053,America/Yellowknife
Squamish,British Columbia,49.7017,-123.1589,America/Vancouver
Mont-Royal,Quebec,45.5161,-73.6431,America/Montreal
Rivière-du-Loup,Quebec,47.8333,-69.5333,America/Montreal
Cobourg,Ontario,43.9667,-78.1667,America/Toronto
Cranbrook,British Columbia,49.5097,-115.7667,America/Edmonton
Beaconsfield,Quebec,45.4333,-73.8667,America/Montreal
Springwater,Ontario,44.4333,-79.7333,America/Toronto
Dorval,Quebec,45.45,-73.75,America/Montreal
Thorold,Ontario,43.1167,-79.2,America/Toronto
Camrose,Alberta,53.0167,-112.8333,America/Edmonton
South Frontenac,Ontario,44.5081,-76.4939,America/Toronto
Pitt Meadows,British Columbia,49.2333,-122.6833,America/Vancouver
Port Colborne,Ontario,42.8833,-79.25,America/Toronto
Quispamsis,New Brunswick,45.4322,-65.9462,America/Moncton
Mont-Saint-Hilaire,Quebec,45.5622,-73.1917,America/Montreal
Bathurst,New Brunswick,47.62,-65.65,America/Moncton
Saint-Augustin-de-Desmaures,Quebec,46.7333,-71.4667,America/Montreal
Oak Bay,British Columbia,48.4264,-123.3228,America/Vancouver
Sainte-Marthe-sur-le-Lac,Quebec,45.53,-73.93,America/Montreal
Salmon Arm,British Columbia,50.7022,-119.2722,America/Vancouver
Port Alberni,British Columbia,49.2339,-124.805,America/Vancouver
Esquimalt,British Columbia,48.4306,-123.4147,America/Vancouver
Deux-Montagnes,Quebec,45.5333,-73.8833,America/Montreal
Miramichi,New Brunswick,47.0196,-65.5072,America/Moncton
Niagara-on-the-Lake,Ontario,43.2553,-79.0717,America/Toronto
Saint-Lin--Laurentides,Quebec,45.85,-73.7667,America/Montreal
Beaumont,Alberta,53.3572,-113.4147,America/Edmonton
Middlesex Centre,Ontario,43.05,-81.45,America/Toronto
Inverness,Nova Scotia,46.2,-61.1,America/Halifax
Stony Plain,Alberta,53.5264,-114.0069,America/Edmonton
Petawawa,Ontario,45.9,-77.2833,America/Toronto
Pelham,Ontario,43.0333,-79.3333,America/Toronto
Selwyn,Ontario,44.4167,-78.3333,America/Toronto
Loyalist,Ontario,44.25,-76.75,America/Toronto
Midland,Ontario,44.75,-79.8833,America/Toronto
Colwood,British Columbia,48.4236,-123.4958,America/Vancouver
Central Saanich,British Columbia,48.5142,-123.3839,America/Vancouver
Sainte-Catherine,Quebec,45.4,-73.58,America/Montreal
Port Hope,Ontario,43.95,-78.3,America/Toronto
L’Ancienne-Lorette,Quebec,46.8,-71.35,America/Montreal
Saint-Basile-le-Grand,Quebec,45.5333,-73.2833,America/Montreal
Swift Current,Saskatchewan,50.2881,-107.7939,America/Swift_Current
Edmundston,New Brunswick,47.3765,-68.3253,America/Moncton
Russell,Ontario,45.2569,-75.3583,America/Toronto
North Grenville,Ontario,44.9667,-75.65,America/Toronto
Yorkton,Saskatchewan,51.2139,-102.4628,America/Regina
Tracadie,New Brunswick,47.5124,-64.9101,America/Moncton
Bracebridge,Ontario,45.0333,-79.3,America/Toronto
Greater Napanee,Ontario,44.25,-76.95,America/Toronto
Tillsonburg,Ontario,42.8667,-80.7333,America/Toronto
Steinbach,Manitoba,49.5258,-96.6839,America/Winnipeg
Hanover,Manitoba,49.4433,-96.8492,America/Winnipeg
Terrace,British Columbia,54.5164,-128.5997,America/Vancouver
Springfield,Manitoba,49.9292,-96.6939,America/Winnipeg
Gaspe,Quebec,48.8333,-64.4833,America/Montreal
Kenora,Ontario,49.7667,-94.4833,America/Winnipeg
Cold Lake,Alberta,54.4642,-110.1825,America/Edmonton
Summerside,Prince Edward Island,46.4,-63.7833,America/Halifax
Comox,British Columbia,49.6733,-124.9022,America/Vancouver
Sylvan Lake,Alberta,52.3083,-114.0964,America/Edmonton
Pincourt,Quebec,45.3833,-73.9833,America/Montreal
West Lincoln,Ontario,43.0667,-79.5667,America/Toronto
Matane,Quebec,48.85,-67.5333,America/Montreal
Brooks,Alberta,50.5642,-111.8989,America/Edmonton
Sainte-Anne-des-Plaines,Quebec,45.7617,-73.8204,America/Montreal
West Nipissing / Nipissing Ouest,Ontario,46.3667,-79.9167,America/Toronto
Rosemère,Quebec,45.6369,-73.8,America/Montreal
Mistassini,Quebec,48.8229,-72.2154,America/Montreal
Grand Falls,Newfoundland and Labrador,48.9578,-55.6633,America/St_Johns
Clearview,Ontario,44.3981,-80.0742,America/Toronto
St. Clair,Ontario,42.7833,-82.35,America/Toronto
Canmore,Alberta,51.089,-115.359,America/Edmonton
North Battleford,Saskatchewan,52.7575,-108.2861,America/Regina
Pembroke,Ontario,45.8167,-77.1,America/Toronto
Mont-Laurier,Quebec,46.55,-75.5,America/Montreal
Strathmore,Alberta,51.0378,-113.4003,America/Edmonton
Saugeen Shores,Ontario,44.4333,-81.3667,America/Toronto
Thompson,Manitoba,55.7433,-97.8553,America/Winnipeg
Lavaltrie,Quebec,45.8833,-73.2833,America/Montreal
High River,Alberta,50.5808,-113.8744,America/Edmonton
Severn,Ontario,44.75,-79.5167,America/Toronto
Sainte-Sophie,Quebec,45.82,-73.9,America/Montreal
Saint-Charles-Borromee,Quebec,46.05,-73.4667,America/Montreal
Portage La Prairie,Manitoba,49.9728,-98.2919,America/Winnipeg
Thames Centre,Ontario,43.03,-81.08,America/Toronto
Mississippi Mills,Ontario,45.2167,-76.2,America/Toronto
Powell River,British Columbia,49.8353,-124.5247,America/Vancouver
South Glengarry,Ontario,45.2,-74.5833,America/Toronto
North Perth,Ontario,43.73,-80.95,America/Toronto
Mercier,Quebec,45.32,-73.75,America/Montreal
South Stormont,Ontario,45.0833,-74.9667,America/Toronto
Saint-Colomban,Quebec,45.73,-74.13,America/Montreal
Lacombe,Alberta,52.4683,-113.7369,America/Edmonton
Sooke,British Columbia,48.3761,-123.7378,America/Vancouver
Dawson Creek,British Columbia,55.7606,-120.2356,America/Dawson_Creek
Lake Country,British Columbia,50.0833,-119.4142,America/Vancouver
Trent Hills,Ontario,44.3142,-77.8514,America/Toronto
Sainte-Marie,Quebec,46.45,-71.0333,America/Montreal
Guelph/Eramosa,Ontario,43.63,-80.22,America/Toronto
Truro,Nova Scotia,45.3647,-63.28,America/Halifax
Amos,Quebec,48.5667,-78.1167,America/Montreal
The Nation / La Nation,Ontario,45.35,-75.0333,America/Toronto
Ingersoll,Ontario,43.0392,-80.8836,America/Toronto
Winkler,Manitoba,49.1817,-97.9397,America/Winnipeg
Wetaskiwin,Alberta,52.9694,-113.3769,America/Edmonton
Central Elgin,Ontario,42.7667,-81.1,America/Toronto
Lachute,Quebec,45.65,-74.3333,America/Montreal
West Grey,Ontario,44.1833,-80.8167,America/Toronto
Parksville,British Columbia,49.315,-124.312,America/Vancouver
Cowansville,Quebec,45.2,-72.75,America/Montreal
Becancour,Quebec,46.3333,-72.4333,America/Montreal
Gravenhurst,Ontario,44.9167,-79.3667,America/Toronto
Perth East,Ontario,43.47,-80.95,America/Toronto
Prince Rupert,British Columbia,54.3122,-130.3271,America/Vancouver
Prevost,Quebec,45.87,-74.08,America/Montreal
Sainte-Adèle,Quebec,45.95,-74.13,America/Montreal
Kentville,Nova Scotia,45.0775,-64.4958,America/Halifax
Beauharnois,Quebec,45.32,-73.87,America/Montreal
Les Îles-de-la-Madeleine,Quebec,47.3833,-61.8667,America/Halifax
Wellington North,Ontario,43.9,-80.57,America/Toronto
St. Andrews,Manitoba,50.27,-96.9747,America/Winnipeg
Carleton Place,Ontario,45.1333,-76.1333,America/Toronto
Whistler,British Columbia,50.1208,-122.9544,America/Vancouver
Brighton,Ontario,44.1222,-77.7642,America/Toronto
Tiny,Ontario,44.6833,-79.95,America/Toronto
Gander,Newfoundland and Labrador,48.9569,-54.6089,America/St_Johns
Sidney,British Columbia,48.6506,-123.3986,America/Vancouver
Rothesay,New Brunswick,45.3831,-65.9969,America/Moncton
Brock,Ontario,44.3167,-79.0833,America/Toronto
Summerland,British Columbia,49.6006,-119.6778,America/Vancouver
Val-des-Monts,Quebec,45.65,-75.6667,America/Montreal
Tache,Manitoba,49.7081,-96.6736,America/Winnipeg
Montmagny,Quebec,46.9833,-70.55,America/Montreal
Erin,Ontario,43.7667,-80.0667,America/Toronto
Kincardine,Ontario,44.1667,-81.6333,America/Toronto
North Dundas,Ontario,45.0833,-75.35,America/Toronto
Wellesley,Ontario,43.55,-80.7167,America/Toronto
Estevan,Saskatchewan,49.1392,-102.9861,America/Regina
North Saanich,British Columbia,48.6142,-123.42,America/Vancouver
Warman,Saskatchewan,52.3219,-106.5842,America/Regina
La Tuque,Quebec,48.0652,-74.0528,America/Montreal
Norwich,Ontario,42.9833,-80.6,America/Toronto
Meaford,Ontario,44.58,-80.73,America/Toronto
Adjala-Tosorontio,Ontario,44.1333,-79.9333,America/Toronto
Hamilton Township,Ontario,44.054,-78.2164,America/Toronto
St. Clements,Manitoba,50.2689,-96.6742,America/Winnipeg
Saint-Amable,Quebec,45.65,-73.3,America/Montreal
Weyburn,Saskatchewan,49.6611,-103.8525,America/Regina
South Dundas,Ontario,44.9167,-75.2667,America/Toronto
L’Île-Perrot,Quebec,45.3833,-73.95,America/Montreal
Notre-Dame-de-l'Île-Perrot,Quebec,45.3667,-73.9333,America/Montreal
Williams Lake,British Columbia,52.1294,-122.1383,America/Vancouver
Elliot Lake,Ontario,46.3833,-82.65,America/Toronto
Cantley,Quebec,45.5667,-75.7833,America/Montreal
Nelson,British Columbia,49.5,-117.2833,America/Vancouver
Lambton Shores,Ontario,43.1833,-81.9,America/Toronto
Mapleton,Ontario,43.7358,-80.6681,America/Toronto
Georgian Bluffs,Ontario,44.65,-81.0333,America/Toronto
Rawdon,Quebec,46.05,-73.7167,America/Montreal
Campbellton,New Brunswick,48.005,-66.6731,America/Moncton
View Royal,British Columbia,48.4517,-123.4339,America/Vancouver
Coldstream,British Columbia,50.22,-119.2481,America/Vancouver
Chester,Nova Scotia,44.65,-64.3,America/Halifax
Queens,Nova Scotia,44.0333,-64.7167,America/Halifax
Selkirk,Manitoba,50.1436,-96.8839,America/Winnipeg
Saint-Felicien,Quebec,48.65,-72.45,America/Montreal
Hawkesbury,Ontario,45.6,-74.6,America/Montreal
Roberval,Quebec,48.52,-72.23,America/Montreal
Sainte-Agathe-des-Monts,Quebec,46.05,-74.28,America/Montreal
North Dumfries,Ontario,43.32,-80.38,America/Toronto
Rideau Lakes,Ontario,44.6667,-76.2167,America/Toronto
Sechelt,British Columbia,49.4742,-123.7542,America/Vancouver
North Glengarry,Ontario,45.3333,-74.7333,America/Toronto
South Huron,Ontario,43.32,-81.5,America/Toronto
Marieville,Quebec,45.4333,-73.1667,America/Montreal
Tay,Ontario,44.7167,-79.7667,America/Toronto
Temiskaming Shores,Ontario,47.5167,-79.6833,America/Toronto
Hinton,Alberta,53.4114,-117.5639,America/Edmonton
Saint-Sauveur,Quebec,45.9,-74.17,America/Montreal
Quesnel,British Columbia,52.9784,-122.4927,America/Vancouver
Elizabethtown-Kitley,Ontario,44.7,-75.8833,America/Toronto
Morinville,Alberta,53.8022,-113.6497,America/Edmonton
Grey Highlands,Ontario,44.3333,-80.5,America/Toronto
Stratford,Prince Edward Island,46.2167,-63.0893,America/Halifax
Alfred and Plantagenet,Ontario,45.5667,-74.9167,America/Toronto
Mont-Tremblant,Quebec,46.1167,-74.6,America/Montreal
Martensville,Saskatchewan,52.2897,-106.6667,America/Regina
Saint-Raymond,Quebec,46.9,-71.8333,America/Montreal
Amherst,Nova Scotia,45.8167,-64.2167,America/Halifax
Ramara,Ontario,44.6333,-79.2167,America/Toronto
Bois-des-Filion,Quebec,45.6667,-73.75,America/Montreal
Leeds and the Thousand Islands,Ontario,44.45,-76.08,America/Toronto
Carignan,Quebec,45.45,-73.3,America/Montreal
Brockton,Ontario,44.1667,-81.2167,America/Toronto
Laurentian Valley,Ontario,45.7681,-77.2239,America/Toronto
East St. Paul,Manitoba,49.9772,-97.0103,America/Winnipeg
Lorraine,Quebec,45.6833,-73.7833,America/Montreal
Sainte-Julienne,Quebec,45.97,-73.72,America/Montreal
Blackfalds,Alberta,52.3833,-113.8,America/Edmonton
Malahide,Ontario,42.7928,-80.9361,America/Toronto
Oromocto,New Brunswick,45.8488,-66.4788,America/Moncton
Olds,Alberta,51.7928,-114.1067,America/Edmonton
Huron East,Ontario,43.63,-81.28,America/Toronto
Stanley,Manitoba,49.1331,-98.0656,America/Winnipeg
Penetanguishene,Ontario,44.7667,-79.9333,America/Toronto
Qualicum Beach,British Columbia,49.35,-124.4333,America/Vancouver
Notre-Dame-des-Prairies,Quebec,46.05,-73.4333,America/Montreal
West Perth,Ontario,43.47,-81.2,America/Toronto
Cavan Monaghan,Ontario,44.2,-78.4667,America/Toronto
Arnprior,Ontario,45.4333,-76.35,America/Toronto
Smiths Falls,Ontario,44.9,-76.0167,America/Toronto
Pont-Rouge,Quebec,46.75,-71.7,America/Montreal
Champlain,Ontario,45.5333,-74.65,America/Toronto
Coaticook,Quebec,45.1333,-71.8,America/Montreal
Minto,Ontario,43.9167,-80.8667,America/Toronto
Morden,Manitoba,49.1919,-98.1006,America/Winnipeg
Mono,Ontario,44.0167,-80.0667,America/Toronto
Corman Park No. 344,Saskatchewan,52.2291,-106.8002,America/Regina
Ladysmith,British Columbia,48.9975,-123.8203,America/Vancouver
Bridgewater,Nova Scotia,44.37,-64.52,America/Halifax
Dauphin,Manitoba,51.1992,-100.0633,America/Winnipeg
Otterburn Park,Quebec,45.5333,-73.2167,America/Montreal
Taber,Alberta,49.7847,-112.1508,America/Edmonton
South Bruce Peninsula,Ontario,44.7333,-81.2,America/Toronto
Edson,Alberta,53.5817,-116.4344,America/Edmonton
Farnham,Quebec,45.2833,-72.9833,America/Montreal
Kapuskasing,Ontario,49.4167,-82.4333,America/Toronto
La Malbaie,Quebec,47.65,-70.15,America/Montreal
Renfrew,Ontario,45.4717,-76.6831,America/Toronto
Coaldale,Alberta,49.7333,-112.6167,America/Edmonton
Portugal Cove-St. Philip's,Newfoundland and Labrador,47.6272,-52.8506,America/St_Johns
Zorra,Ontario,43.15,-80.95,America/Toronto
Kitimat,British Columbia,54,-128.7,America/Vancouver
Shelburne,Ontario,44.0833,-80.2,America/Toronto
Happy Valley,Newfoundland and Labrador,53.3396,-60.4467,America/Goose_Bay
Saint-Hippolyte,Quebec,45.93,-74.02,America/Montreal
Castlegar,British Columbia,49.3256,-117.6661,America/Vancouver
Church Point,Nova Scotia,44.3333,-66.1167,America/Halifax
Drumheller,Alberta,51.4636,-112.7194,America/Edmonton
Kirkland Lake,Ontario,48.15,-80.0333,America/Toronto
Argyle,Nova Scotia,43.8,-65.85,America/Halifax
Torbay,Newfoundland and Labrador,47.65,-52.7333,America/St_Johns
La Pêche,Quebec,45.6833,-75.9833,America/Montreal
Banff,Alberta,51.1781,-115.5719,America/Edmonton
Innisfail,Alberta,52.0333,-113.95,America/Edmonton
Nicolet,Quebec,46.2167,-72.6167,America/Montreal
Rockwood,Manitoba,50.2856,-97.2869,America/Winnipeg
Drummond/North Elmsley,Ontario,44.9667,-76.2,America/Toronto
Dryden,Ontario,49.7833,-92.8333,America/Winnipeg
Iqaluit,Nunavut,63.7598,-68.5107,America/Iqaluit
Fort Frances,Ontario,48.6167,-93.4,America/Winnipeg
La Sarre,Quebec,48.8,-79.2,America/Montreal
Trail,British Columbia,49.095,-117.71,America/Vancouver
Chandler,Quebec,48.35,-64.6833,America/Montreal
Stone Mills,Ontario,44.45,-76.9167,America/Toronto
Hanover,Ontario,44.15,-81.0333,America/Toronto
South-West Oxford,Ontario,42.95,-80.8,America/Toronto
Acton Vale,Quebec,45.65,-72.5667,America/Montreal
